id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
AHF-92860554-C-888345-Lc,Antonio Hizir,Neutral,,10/19/2020,Billing Question,Dallas,Texas,Email,Within SLA,25,Chicago/IL
YJB-04777932-6-181382-Yk,Selene Beeching,Negative,3,10/16/2020,Payments,Bowie,Maryland,Call-Center,Below SLA,38,Los Angeles/CA
UMZ-44081688-9-308128-Vo,Robinetta Leebeter,Positive,9,10/16/2020,Billing Question,Canton,Ohio,Call-Center,Above SLA,29,Baltimore/MD
ZXZ-39162473-r-699931-uY,Adara Gopsall,Very Negative,,10/15/2020,Billing Question,Knoxville,Tennessee,Call-Center,Within SLA,11,Denver/CO
JYU-89608181-V-666641-2I,Karna Stoddart,Negative,3,10/16/2020,Billing Question,Charlotte,North Carolina,Call-Center,Within SLA,15,Los Angeles/CA
VAT-18557648-V-348564-bE,Elane Songhurst,Very Negative,4,10/3/2020,Service Outage,Sioux Falls,South Dakota,Email,Within SLA,17,Baltimore/MD
WCZ-95263579-B-004700-c6,Sharron Yurinov,Negative,,10/25/2020,Service Outage,Winston Salem,North Carolina,Chatbot,Below SLA,32,Chicago/IL
ZIJ-17698990-b-410671-7S,Modestia Dickson,Neutral,8,10/17/2020,Service Outage,Toledo,Ohio,Chatbot,Within SLA,38,Baltimore/MD
EUJ-48207026-7-272244-af,Harley Breddy,Very Negative,,10/8/2020,Billing Question,Tampa,Florida,Call-Center,Within SLA,6,Chicago/IL
MEN-72174907-m-631122-qy,Dixie Antoinet,Negative,3,10/6/2020,Payments,El Paso,Texas,Call-Center,Above SLA,40,Baltimore/MD
XCF-15992751-d-405607-jE,Jan Briers,Neutral,,10/10/2020,Billing Question,Saint Paul,Minnesota,Call-Center,Within SLA,43,Baltimore/MD
VSW-29107312-3-771342-rB,Gaylord Copcott,Negative,3,10/11/2020,Billing Question,Newark,New Jersey,Chatbot,Below SLA,32,Chicago/IL
JVP-03516075-m-233300-1M,Leda Nagle,Negative,,10/29/2020,Service Outage,San Bernardino,California,Chatbot,Within SLA,36,Los Angeles/CA
XRL-14606194-q-021534-Zp,Heda McCotter,Negative,5,10/13/2020,Billing Question,Reno,Nevada,Email,Above SLA,44,Baltimore/MD
PUH-78177107-m-640973-L7,Dallas Cullabine,Neutral,,10/24/2020,Billing Question,Peoria,Illinois,Email,Below SLA,40,Chicago/IL
PWW-32281305-W-371253-S7,Collette Geertz,Negative,6,10/22/2020,Billing Question,Minneapolis,Minnesota,Chatbot,Below SLA,42,Baltimore/MD
YTI-57194406-M-512247-7O,Sandra Holtaway,Neutral,7,10/17/2020,Service Outage,Baton Rouge,Louisiana,Chatbot,Within SLA,10,Los Angeles/CA
WBT-76402035-c-397071-Gt,Ulrick Wansbury,Negative,,10/16/2020,Billing Question,Pensacola,Florida,Chatbot,Within SLA,26,Baltimore/MD
CPE-62136667-x-150580-cE,Sloane Andrasch,Neutral,8,10/5/2020,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,17,Los Angeles/CA
CMG-17321330-1-122562-k8,Dionisio Letteresse,Negative,,10/26/2020,Payments,Pasadena,Texas,Call-Center,Within SLA,30,Chicago/IL
PZW-10048485-h-667346-ZT,Juliane Renzo,Negative,,10/5/2020,Billing Question,Newark,New Jersey,Email,Below SLA,17,Los Angeles/CA
UBV-13738003-L-539773-q7,Dixie Mahmood,Neutral,,10/4/2020,Billing Question,Baltimore,Maryland,Email,Within SLA,39,Baltimore/MD
BMM-33755783-e-162280-fR,Clary Minghella,Neutral,,10/1/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,12,Baltimore/MD
RMS-21325317-Y-990394-3p,Ellary Hunn,Very Negative,3,10/23/2020,Billing Question,Trenton,New Jersey,Call-Center,Below SLA,8,Chicago/IL
HVM-00408282-L-566497-QP,Lenette McTurley,Negative,,10/15/2020,Billing Question,Monticello,Minnesota,Email,Within SLA,30,Baltimore/MD
OVG-57417887-M-426949-ac,Nannette Otham,Neutral,,10/1/2020,Service Outage,Norman,Oklahoma,Chatbot,Within SLA,41,Los Angeles/CA
DMA-96473858-H-875071-5N,Jordon Gedney,Very Positive,,10/15/2020,Billing Question,Springfield,Illinois,Web,Below SLA,10,Baltimore/MD
LCU-49730586-e-253416-E7,Rebe Offner,Very Positive,,10/19/2020,Payments,Jacksonville,Florida,Call-Center,Within SLA,6,Los Angeles/CA
IQU-65323648-3-043448-4a,Evvie Dowse,Positive,,10/9/2020,Payments,Rochester,New York,Call-Center,Within SLA,41,Chicago/IL
NLD-35345563-m-961094-ww,Prue Vennard,Negative,4,10/25/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,9,Los Angeles/CA
PMR-24256459-d-774462-99,Peter Tezure,Negative,,10/19/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,22,Baltimore/MD
XKG-82965823-u-708886-lD,Adriana Rodson,Negative,,10/24/2020,Billing Question,Providence,Rhode Island,Web,Within SLA,32,Denver/CO
ABQ-69786369-l-190368-ZA,Dewie Krzyzaniak,Neutral,,10/24/2020,Billing Question,Naperville,Illinois,Email,Within SLA,11,Baltimore/MD
UGM-45743027-J-268470-Qr,Burgess Thornber,Neutral,7,10/15/2020,Billing Question,Akron,Ohio,Email,Within SLA,43,Chicago/IL
PGX-93529480-o-532284-30,Sandy Burlingame,Very Negative,4,10/16/2020,Billing Question,Huntington,West Virginia,Email,Within SLA,44,Los Angeles/CA
FWR-86620061-B-784099-M4,Tandie Rawes,Very Negative,,10/3/2020,Service Outage,Macon,Georgia,Chatbot,Within SLA,12,Los Angeles/CA
ZEF-33084164-u-844118-EI,Edik Dowzell,Neutral,5,10/28/2020,Billing Question,Boston,Massachusetts,Chatbot,Within SLA,24,Baltimore/MD
ZAN-56660059-U-521560-MK,Laural Kinneally,Negative,5,10/5/2020,Billing Question,College Station,Texas,Call-Center,Below SLA,29,Baltimore/MD
KTY-39104808-q-877977-YW,Parsifal Pettett,Very Negative,4,10/22/2020,Billing Question,Boise,Idaho,Email,Below SLA,24,Los Angeles/CA
SMX-73693755-f-288395-zk,Sapphire Peebles,Very Positive,,10/29/2020,Billing Question,Mobile,Alabama,Chatbot,Below SLA,39,Baltimore/MD
POG-24911912-E-515712-3t,Sig Maggill'Andreis,Very Negative,,10/6/2020,Billing Question,Jacksonville,Florida,Web,Within SLA,39,Baltimore/MD
JAN-20258977-o-846508-bY,Eamon Caldes,Neutral,5,10/8/2020,Service Outage,Albuquerque,New Mexico,Chatbot,Within SLA,19,Los Angeles/CA
YJI-97273244-W-341782-eA,Merill Hatterslay,Very Negative,,10/12/2020,Billing Question,Houston,Texas,Web,Within SLA,37,Chicago/IL
UPV-08227367-D-493376-HQ,Cherin Udale,Positive,,10/5/2020,Billing Question,Boise,Idaho,Chatbot,Within SLA,38,Denver/CO
VQV-41168033-N-807616-x2,Leona Maggi,Neutral,5,10/12/2020,Billing Question,Tulsa,Oklahoma,Web,Within SLA,43,Los Angeles/CA
CHV-69000446-t-684402-dF,Meggi Jakov,Very Positive,,10/27/2020,Billing Question,Savannah,Georgia,Email,Within SLA,20,Los Angeles/CA
OKA-02633053-5-305331-v3,Queenie Mager,Very Negative,1,10/28/2020,Billing Question,Anchorage,Alaska,Call-Center,Below SLA,28,Denver/CO
TGJ-48749720-T-509256-os,Vin Eustes,Negative,3,10/26/2020,Payments,Irvine,California,Call-Center,Within SLA,41,Baltimore/MD
NAB-31784691-s-193717-Ij,Sabra Prati,Very Negative,,10/13/2020,Billing Question,Migrate,Kentucky,Email,Below SLA,25,Los Angeles/CA
EZU-56735983-p-163293-IW,Elka Anthill,Very Negative,,10/29/2020,Billing Question,Cincinnati,Ohio,Call-Center,Below SLA,23,Los Angeles/CA
ZOY-94700510-k-027944-Jq,Farrah Dossit,Positive,9,10/6/2020,Billing Question,Augusta,Georgia,Email,Above SLA,42,Los Angeles/CA
PCM-44429251-I-804324-JV,Kira Retallack,Negative,,10/29/2020,Billing Question,Harrisburg,Pennsylvania,Web,Below SLA,26,Los Angeles/CA
IVD-90538148-G-790814-ih,Shelden Lawday,Positive,,10/16/2020,Billing Question,Richmond,Virginia,Email,Within SLA,25,Baltimore/MD
BTS-93740670-B-591997-BG,Joellen Downage,Neutral,,10/3/2020,Payments,Chicago,Illinois,Call-Center,Above SLA,13,Chicago/IL
AIV-70264825-g-336031-Yb,Gerry Strevens,Neutral,7,10/13/2020,Billing Question,El Paso,Texas,Chatbot,Below SLA,37,Los Angeles/CA
ERK-69530524-Y-083597-7z,Huey Bramham,Neutral,5,10/22/2020,Billing Question,Syracuse,New York,Web,Within SLA,23,Los Angeles/CA
UOQ-93752584-A-178469-Pb,Nanny Fundell,Very Negative,1,10/17/2020,Billing Question,Atlanta,Georgia,Call-Center,Below SLA,24,Baltimore/MD
DYX-72915057-O-366306-Y7,Nickey Clemon,Very Positive,,10/7/2020,Payments,Bakersfield,California,Call-Center,Within SLA,26,Baltimore/MD
ALY-59907312-l-938544-9D,Olag Rannie,Negative,,10/28/2020,Billing Question,San Diego,California,Email,Within SLA,16,Baltimore/MD
XII-12769483-Z-592452-9J,Pamela Esch,Very Positive,9,10/27/2020,Billing Question,Ogden,Utah,Web,Within SLA,24,Chicago/IL
GNJ-20075963-j-945884-vs,Kira Dare,Very Negative,,10/22/2020,Billing Question,Atlanta,Georgia,Email,Within SLA,6,Baltimore/MD
QFP-03463386-m-865831-R2,Barrie O'Corrane,Very Positive,9,10/14/2020,Billing Question,Las Vegas,Nevada,Web,Within SLA,29,Baltimore/MD
ZHG-96576124-u-200810-Ph,Mable Kochs,Neutral,7,10/6/2020,Billing Question,Scranton,Pennsylvania,Email,Within SLA,18,Baltimore/MD
TYB-32474201-6-756482-mE,Garwin Summersett,Very Negative,1,10/25/2020,Billing Question,Portland,Maine,Chatbot,Below SLA,42,Los Angeles/CA
GDZ-99574088-c-463564-gw,Georgie Eddison,Negative,,10/1/2020,Billing Question,New York City,New York,Web,Within SLA,41,Baltimore/MD
HAV-69504135-G-670672-Bw,Alla Boays,Very Negative,4,10/13/2020,Billing Question,Columbia,South Carolina,Web,Below SLA,30,Denver/CO
LKC-73133302-g-167830-mO,Brade Mottini,Very Negative,,10/28/2020,Billing Question,Indianapolis,Indiana,Chatbot,Below SLA,38,Denver/CO
SDL-69258590-7-365909-gl,Paige Morch,Neutral,,10/21/2020,Billing Question,El Paso,Texas,Email,Within SLA,7,Los Angeles/CA
QBY-38263196-Q-581724-Go,Bibbye Navaro,Neutral,7,10/15/2020,Service Outage,Glendale,Arizona,Chatbot,Within SLA,13,Los Angeles/CA
ENU-72262627-5-285161-PY,Teresa McGonagle,Negative,,10/22/2020,Billing Question,Silver Spring,Maryland,Email,Above SLA,45,Baltimore/MD
QWV-59435652-b-707973-1N,Maurene Loddon,Negative,,10/20/2020,Billing Question,Beaverton,Oregon,Email,Within SLA,18,Los Angeles/CA
IDQ-80087382-8-084550-Bx,Wells Kadar,Neutral,,10/29/2020,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,10,Chicago/IL
GVA-93789001-C-320076-i7,Valry Wakenshaw,Negative,5,10/11/2020,Payments,Youngstown,Ohio,Call-Center,Within SLA,9,Chicago/IL
YII-35995430-K-049382-5S,Joshuah Miroy,Negative,6,10/23/2020,Billing Question,Honolulu,Hawaii,Call-Center,Below SLA,33,Los Angeles/CA
CCG-87646114-t-846875-CN,Jonathan Kleinlerer,Negative,,10/17/2020,Payments,Palm Bay,Florida,Call-Center,Within SLA,7,Baltimore/MD
RMQ-50090050-7-018372-zD,Ally Chatel,Neutral,,10/30/2020,Billing Question,Baton Rouge,Louisiana,Email,Within SLA,25,Los Angeles/CA
SDE-56072080-Q-779906-e3,Haroun Ford,Negative,5,10/26/2020,Billing Question,Lubbock,Texas,Chatbot,Within SLA,39,Los Angeles/CA
XMP-07613331-3-282147-tq,Borg Raimbauld,Negative,,10/18/2020,Billing Question,Washington,District of Columbia,Web,Below SLA,34,Baltimore/MD
BOG-03764894-B-452849-I1,Ennis Sarath,Negative,,10/10/2020,Billing Question,Madison,Wisconsin,Chatbot,Within SLA,6,Denver/CO
LTP-02566805-Q-610912-0k,Octavius Workman,Very Negative,3,10/13/2020,Billing Question,Atlanta,Georgia,Call-Center,Below SLA,43,Los Angeles/CA
AOL-76338258-4-791908-Sz,Suzanne Speck,Negative,,10/22/2020,Billing Question,Tampa,Florida,Chatbot,Below SLA,30,Denver/CO
AKZ-74297857-2-857061-nu,Sanson Chanders,Negative,,10/29/2020,Billing Question,Davenport,Iowa,Web,Above SLA,8,Los Angeles/CA
NRN-15650168-O-502430-Vx,Crosby Vedntyev,Very Negative,,10/28/2020,Service Outage,Fresno,California,Web,Within SLA,15,Baltimore/MD
ILK-72560856-c-180051-k3,Ritchie O' Borne,Neutral,6,10/9/2020,Billing Question,Juneau,Alaska,Web,Below SLA,33,Los Angeles/CA
ZHU-93869006-t-559893-lW,Anjela Beeton,Positive,,10/10/2020,Payments,Youngstown,Ohio,Call-Center,Within SLA,28,Baltimore/MD
UIC-84445755-l-889453-AW,Bruis Pattle,Neutral,6,10/25/2020,Service Outage,Billings,Montana,Email,Above SLA,20,Baltimore/MD
AEU-51951105-v-000900-rx,Chicky Gurys,Positive,9,10/10/2020,Payments,Atlanta,Georgia,Call-Center,Within SLA,27,Los Angeles/CA
UZW-39240926-e-834676-ux,Cob Tedder,Neutral,8,10/15/2020,Billing Question,Philadelphia,Pennsylvania,Call-Center,Within SLA,39,Baltimore/MD
ROG-84489622-U-771840-qL,Gae Swainger,Neutral,,10/7/2020,Payments,New York City,New York,Call-Center,Within SLA,20,Baltimore/MD
AMG-62668121-W-407758-uT,Aubrey McGrowther,Positive,9,10/12/2020,Billing Question,New York City,New York,Chatbot,Below SLA,13,Chicago/IL
CSG-90257261-N-913192-42,Valina Bray,Negative,4,10/15/2020,Billing Question,Sioux Falls,South Dakota,Chatbot,Below SLA,21,Los Angeles/CA
EUK-12453018-J-220790-fN,Rayner De Micoli,Positive,,10/6/2020,Billing Question,Sioux Falls,South Dakota,Chatbot,Within SLA,42,Chicago/IL
RVU-43493798-S-355566-Es,Maire Stickel,Neutral,8,10/28/2020,Billing Question,Bridgeport,Connecticut,Call-Center,Below SLA,31,Chicago/IL
SZK-61928849-a-474074-Vb,Clair Peskett,Very Negative,,10/9/2020,Billing Question,Houston,Texas,Web,Within SLA,9,Baltimore/MD
YSO-28540783-g-855377-ZT,Briana Demanche,Very Negative,,10/27/2020,Service Outage,Boston,Massachusetts,Web,Within SLA,22,Los Angeles/CA
CDW-72668619-1-512443-t0,Marrissa Enrrico,Neutral,,10/22/2020,Billing Question,Des Moines,Iowa,Web,Below SLA,14,Baltimore/MD
UTZ-35821107-l-925728-9s,Evelina Gobell,Very Negative,1,10/30/2020,Billing Question,Rochester,New York,Email,Above SLA,10,Baltimore/MD
TTT-51285981-G-459895-kh,Gaby De Cruz,Very Negative,,10/27/2020,Billing Question,New York City,New York,Email,Below SLA,21,Baltimore/MD
DDR-48784771-m-082241-Oo,Fee Kindred,Neutral,6,10/3/2020,Billing Question,Anderson,South Carolina,Call-Center,Below SLA,27,Baltimore/MD
XOM-70684709-N-413767-hJ,Ilka Mainstone,Very Negative,,10/16/2020,Billing Question,Shawnee Mission,Kansas,Chatbot,Below SLA,19,Baltimore/MD
WWA-12467329-8-364635-AM,Anjela Durtnell,Neutral,7,10/6/2020,Billing Question,Salinas,California,Email,Within SLA,17,Los Angeles/CA
WTR-42309406-x-477402-ZH,Gordy Whitter,Very Positive,9,10/12/2020,Billing Question,Seattle,Washington,Chatbot,Within SLA,31,Los Angeles/CA
BSD-59531576-M-973952-BM,Daniela Chaunce,Negative,,10/25/2020,Payments,South Bend,Indiana,Call-Center,Within SLA,6,Baltimore/MD
OQM-52408084-u-285643-fM,Ilise Admans,Very Negative,,10/17/2020,Billing Question,Austin,Texas,Email,Above SLA,33,Denver/CO
VVY-84746279-N-053526-EV,Krissy Fussey,Negative,,10/25/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,38,Los Angeles/CA
ANT-24796782-z-939735-QO,Garvin Benza,Neutral,5,10/4/2020,Billing Question,Saint Petersburg,Florida,Email,Within SLA,7,Baltimore/MD
TOE-40760603-Z-425774-Rf,Shandy Organer,Negative,,10/16/2020,Service Outage,Honolulu,Hawaii,Chatbot,Above SLA,6,Chicago/IL
HMN-32210912-Y-034283-z7,Sonnie Cowles,Very Negative,2,10/29/2020,Billing Question,Fort Myers,Florida,Web,Within SLA,5,Los Angeles/CA
LLV-50378118-9-436230-IG,Noach Laden,Positive,9,10/22/2020,Billing Question,Bismarck,North Dakota,Email,Within SLA,26,Los Angeles/CA
UWV-60294678-M-936294-QP,Price Dullaghan,Negative,,10/19/2020,Billing Question,Arlington,Virginia,Chatbot,Within SLA,32,Denver/CO
PTD-66987694-0-034813-ci,Gill Secombe,Neutral,7,10/6/2020,Billing Question,New York City,New York,Web,Within SLA,34,Chicago/IL
UVD-80349574-d-213995-6t,Tabbie Baszkiewicz,Neutral,8,10/19/2020,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,5,Chicago/IL
VNO-56746301-5-090156-p1,Lucio Bartoli,Neutral,,10/1/2020,Billing Question,Appleton,Wisconsin,Email,Within SLA,42,Chicago/IL
ANB-02769374-M-639505-D6,Tory Bickley,Negative,,10/6/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,19,Chicago/IL
BRE-10708154-Y-796731-7S,Mile Worsom,Very Negative,2,10/19/2020,Billing Question,Paterson,New Jersey,Chatbot,Within SLA,13,Los Angeles/CA
VBG-03419538-g-839437-gH,Jill Ferreras,Positive,7,10/20/2020,Service Outage,Wilkes Barre,Pennsylvania,Email,Within SLA,38,Los Angeles/CA
KCX-03643853-3-174940-wH,Retha Huckster,Positive,7,10/10/2020,Billing Question,Rochester,New York,Chatbot,Within SLA,22,Baltimore/MD
TAA-59316196-f-005360-HO,Buckie Grenshields,Very Negative,2,10/17/2020,Billing Question,Anniston,Alabama,Call-Center,Within SLA,16,Denver/CO
MLH-41604466-2-702374-41,Cindee Barnewille,Negative,,10/14/2020,Billing Question,Redwood City,California,Call-Center,Within SLA,5,Los Angeles/CA
EAT-17771635-L-240531-iJ,Alayne Oehme,Very Negative,,10/28/2020,Billing Question,Bellevue,Washington,Call-Center,Within SLA,27,Los Angeles/CA
TBD-14961312-U-430832-A8,Deane Tewkesbury.,Neutral,,10/12/2020,Billing Question,Midland,Texas,Call-Center,Within SLA,21,Los Angeles/CA
ZAA-61725243-B-452148-xX,Ellyn Gidley,Negative,,10/21/2020,Billing Question,Saginaw,Michigan,Chatbot,Within SLA,36,Los Angeles/CA
YOP-00973175-0-666093-K2,Jarad Everit,Positive,,10/15/2020,Billing Question,Jacksonville,Florida,Call-Center,Within SLA,21,Los Angeles/CA
RIC-95123803-Z-810459-br,Berny Falck,Neutral,8,10/22/2020,Billing Question,Mobile,Alabama,Chatbot,Within SLA,33,Baltimore/MD
OIO-49039162-7-091623-Bz,Abie Learmonth,Negative,,10/10/2020,Billing Question,San Francisco,California,Email,Above SLA,20,Los Angeles/CA
KHB-20198483-N-817000-OR,Masha Viant,Very Negative,,10/13/2020,Payments,Inglewood,California,Call-Center,Within SLA,7,Baltimore/MD
XXE-88001295-i-043304-hr,Fletch Apark,Very Negative,,10/5/2020,Billing Question,Lincoln,Nebraska,Web,Within SLA,40,Baltimore/MD
GFT-92754921-C-132228-ey,Mozes Goaley,Very Negative,,10/22/2020,Service Outage,Fort Worth,Texas,Chatbot,Within SLA,42,Baltimore/MD
FAW-82603853-o-101807-Dz,Wilton Jandourek,Very Positive,,10/5/2020,Billing Question,Louisville,Kentucky,Chatbot,Above SLA,39,Baltimore/MD
YDZ-21245063-g-456193-9x,Morris Jansa,Negative,4,10/25/2020,Billing Question,Sandy,Utah,Call-Center,Within SLA,6,Baltimore/MD
UJT-82743582-a-754852-ig,Marco Loram,Very Negative,,10/17/2020,Billing Question,Billings,Montana,Chatbot,Within SLA,18,Los Angeles/CA
EOW-10275156-6-076663-gO,Tallou Stuttman,Neutral,,10/22/2020,Billing Question,Hartford,Connecticut,Web,Within SLA,38,Los Angeles/CA
RGB-02880109-6-314958-DG,Ariela Pilsworth,Neutral,8,10/3/2020,Billing Question,New Bedford,Massachusetts,Call-Center,Within SLA,32,Baltimore/MD
JLB-75231903-h-285508-XP,Hanny Lindsell,Neutral,8,10/16/2020,Billing Question,San Antonio,Texas,Chatbot,Below SLA,37,Baltimore/MD
HTS-27537294-o-531916-Xs,Ty Jurczik,Very Positive,9,10/13/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,11,Los Angeles/CA
HPI-44819604-c-705267-g5,Alameda Derrick,Neutral,,10/17/2020,Billing Question,Birmingham,Alabama,Web,Within SLA,23,Baltimore/MD
DJQ-72250440-2-116352-I4,Wilek Reightley,Very Positive,9,10/28/2020,Billing Question,Iowa City,Iowa,Call-Center,Within SLA,6,Baltimore/MD
IRU-55834292-G-837348-Xq,Clarice Ouldcott,Negative,,10/28/2020,Billing Question,Tampa,Florida,Call-Center,Within SLA,34,Baltimore/MD
CSC-95615448-A-975225-EN,Rochella Mityashev,Positive,,10/25/2020,Service Outage,South Bend,Indiana,Email,Within SLA,44,Los Angeles/CA
EBP-79365560-8-105496-6L,Lise Osbourne,Negative,,10/5/2020,Service Outage,Tucson,Arizona,Web,Below SLA,35,Baltimore/MD
EJA-91428994-7-712241-Ws,Walden Dudliston,Very Positive,,10/19/2020,Billing Question,Portland,Maine,Call-Center,Below SLA,12,Denver/CO
WCG-33185251-g-101527-0z,Tierney Bolding,Neutral,6,10/14/2020,Billing Question,San Jose,California,Chatbot,Within SLA,23,Baltimore/MD
WPT-02209784-g-353193-Z8,Cassie Espinos,Negative,,10/22/2020,Billing Question,Knoxville,Tennessee,Call-Center,Below SLA,10,Los Angeles/CA
DLZ-38273966-x-606086-0S,Shirlee Pfeffel,Very Negative,,10/19/2020,Billing Question,Silver Spring,Maryland,Chatbot,Within SLA,35,Baltimore/MD
OIT-88090909-D-306817-4Q,Shannan McCreary,Neutral,,10/4/2020,Billing Question,Orlando,Florida,Web,Below SLA,33,Baltimore/MD
BVP-61832072-L-945084-Zd,Moishe Blenkiron,Positive,,10/13/2020,Billing Question,Wilkes Barre,Pennsylvania,Email,Below SLA,26,Los Angeles/CA
KHJ-36147570-K-242884-fV,Morgan Issacof,Neutral,,10/2/2020,Billing Question,Garden Grove,California,Web,Within SLA,30,Chicago/IL
NZM-22744328-0-514379-Fo,Ryley Ebdin,Negative,,10/8/2020,Billing Question,Clearwater,Florida,Call-Center,Above SLA,30,Chicago/IL
RQY-30735663-f-846373-a2,Marius Dunkerton,Neutral,,10/27/2020,Billing Question,Saint Louis,Missouri,Email,Within SLA,15,Los Angeles/CA
AWJ-53508240-s-359434-cS,Vicky Findon,Very Positive,,10/22/2020,Billing Question,Chicago,Illinois,Email,Below SLA,14,Baltimore/MD
CYE-52948193-I-220857-gf,Kamillah Crossfield,Very Positive,9,10/9/2020,Billing Question,Staten Island,New York,Email,Within SLA,18,Los Angeles/CA
LAW-11252743-z-376366-hq,Tommie Isbell,Neutral,,10/20/2020,Billing Question,Memphis,Tennessee,Call-Center,Below SLA,24,Chicago/IL
NUP-91877404-S-046570-bZ,Nadiya Heselwood,Negative,6,10/11/2020,Service Outage,Long Beach,California,Email,Above SLA,42,Los Angeles/CA
QOJ-00368824-Z-046442-s0,Jervis Gisbourn,Neutral,5,10/19/2020,Billing Question,Chicago,Illinois,Chatbot,Within SLA,28,Los Angeles/CA
EPZ-30158514-i-453194-ZT,Luelle Minard,Neutral,,10/28/2020,Billing Question,San Diego,California,Web,Within SLA,31,Los Angeles/CA
RQE-10984582-G-841271-y3,Wenonah Penticost,Negative,4,10/4/2020,Billing Question,Springfield,Illinois,Chatbot,Within SLA,44,Chicago/IL
AJG-71538120-M-561026-vL,Adoree Dargan,Neutral,,10/30/2020,Payments,Pomona,California,Call-Center,Within SLA,13,Chicago/IL
RFH-79914634-B-308026-LE,Aland Berrisford,Positive,,10/21/2020,Billing Question,Flushing,New York,Email,Within SLA,40,Los Angeles/CA
